,similarity,num_datapoints,cluster_id
381,0.6925167441368103,431,381
21,0.6741008758544922,1261,21
279,0.6732635498046875,1666,279
293,0.6699543595314026,945,293
447,0.6632786393165588,679,447
92,0.6474660634994507,1975,92
400,0.6385415196418762,106,400
106,0.6343554854393005,1604,106
326,0.6308368444442749,3031,326
182,0.6298470497131348,1362,182
491,0.628511905670166,174,491
257,0.616115152835846,568,257
151,0.6152565479278564,136,151
105,0.6113775372505188,257,105
397,0.611109733581543,207,397
47,0.6049891114234924,611,47
320,0.6048042178153992,1271,320
28,0.6040550470352173,710,28
42,0.6031889915466309,1561,42
55,0.6016038060188293,660,55
132,0.5999809503555298,152,132
391,0.5977839827537537,2146,391
422,0.5927528142929077,98,422
110,0.5924656987190247,1457,110
200,0.5922019481658936,1157,200
0,0.5900251269340515,585,0
6,0.5869150161743164,1319,6
311,0.586647629737854,1086,311
97,0.5864884853363037,1933,97
361,0.5850120186805725,597,361
159,0.5823298692703247,160,159
147,0.5820832252502441,1738,147
183,0.5817342400550842,1418,183
271,0.5816131830215454,786,271
259,0.5808081030845642,2862,259
9,0.5805782675743103,1601,9
72,0.5792111754417419,1768,72
424,0.5791677236557007,3530,424
23,0.5714579224586487,2585,23
411,0.5535368323326111,912,411
57,0.5450665950775146,289,57
161,0.5434446930885315,655,161
274,0.5345732569694519,1482,274
264,0.5341582298278809,1602,264
371,0.5329252481460571,2270,371
357,0.530982255935669,735,357
1,0.5230638980865479,1846,1
433,0.5214633941650391,255,433
362,0.5156697034835815,349,362
281,0.5144761204719543,1462,281
494,0.5132893323898315,7149,494
217,0.5114536881446838,1275,217
96,0.5107259154319763,2033,96
476,0.477920800447464,1493,476
