,similarity,num_datapoints,cluster_id
187,0.6328479051589966,1689,187
327,0.6206881403923035,97,327
497,0.5905956029891968,1803,497
61,0.5866801142692566,941,61
85,0.5697769522666931,3189,85
325,0.5570434927940369,5104,325
71,0.5433428883552551,967,71
316,0.533040463924408,72,316
43,0.5299245119094849,898,43
336,0.528014063835144,584,336
365,0.5231457948684692,531,365
382,0.521933913230896,2642,382
191,0.5134071707725525,2378,191
177,0.5026407241821289,751,177
232,0.5006473660469055,68,232
476,0.49975329637527466,1324,476
315,0.4941886365413666,1996,315
37,0.4933421313762665,1964,37
103,0.48872849345207214,3173,103
108,0.48460060358047485,3220,108
60,0.4795527458190918,499,60
367,0.47628745436668396,142,367
487,0.4758385717868805,834,487
162,0.47150689363479614,380,162
424,0.46971654891967773,893,424
4,0.46323350071907043,263,4
341,0.4628746509552002,1979,341
221,0.4553298056125641,242,221
489,0.4533706307411194,5357,489
47,0.4487985372543335,2599,47
483,0.44323796033859253,1104,483
370,0.4413999915122986,735,370
361,0.44023144245147705,482,361
210,0.434680700302124,1100,210
