,similarity,num_datapoints,cluster_id
13,0.6814221739768982,1215,13
23,0.6787768602371216,1574,23
39,0.6759213209152222,1265,39
48,0.66214919090271,966,48
30,0.6605146527290344,1399,30
28,0.654839038848877,1591,28
6,0.6409913897514343,1588,6
16,0.6337932348251343,1129,16
10,0.6292614936828613,1413,10
19,0.6272116303443909,1031,19
40,0.6269618272781372,1649,40
7,0.6176138520240784,967,7
41,0.6166137456893921,1479,41
21,0.6136928796768188,1493,21
2,0.6120691895484924,1154,2
49,0.6102079153060913,1600,49
32,0.6096675992012024,1348,32
15,0.6004467606544495,1131,15
26,0.5984566807746887,1540,26
22,0.5969251394271851,1625,22
3,0.5954853892326355,1062,3
44,0.5952184200286865,1270,44
4,0.59465092420578,1082,4
37,0.5941091775894165,1480,37
5,0.5940394401550293,1553,5
11,0.5928759574890137,1625,11
29,0.5908665060997009,1512,29
20,0.590093195438385,1597,20
46,0.5897876620292664,1421,46
25,0.58941251039505,1281,25
47,0.5860977172851562,1604,47
18,0.5819588899612427,1925,18
35,0.5792868733406067,1544,35
36,0.5791319608688354,1510,36
24,0.5723937153816223,1133,24
43,0.5653877854347229,1545,43
31,0.5611377358436584,1242,31
45,0.5606091618537903,1286,45
38,0.5490148663520813,1313,38
27,0.5489429235458374,1009,27
14,0.5473659634590149,1097,14
17,0.536924421787262,1555,17
34,0.5295236110687256,1216,34
33,0.5219513177871704,1854,33
8,0.5165761113166809,1584,8
1,0.49997034668922424,1754,1
12,0.49334460496902466,1261,12
9,0.48150089383125305,1665,9
42,0.47751957178115845,1533,42
0,0.4652186334133148,1330,0
