,similarity,num_datapoints,cluster_id
273,1.000000238418579,1,273
80,1.000000238418579,1,80
646,1.0000001192092896,1,646
165,1.0000001192092896,1,165
86,1.0000001192092896,1,86
529,1.0000001192092896,1,529
759,1.0000001192092896,1,759
856,1.0000001192092896,1,856
115,1.0000001192092896,1,115
185,1.0000001192092896,1,185
122,1.0000001192092896,1,122
407,1.0,1,407
563,1.0,1,563
515,1.0,1,515
795,1.0,1,795
568,1.0,1,568
429,1.0,1,429
88,1.0,1,88
551,1.0,1,551
428,1.0,1,428
398,1.0,1,398
371,1.0,1,371
336,1.0,1,336
218,1.0,1,218
953,1.0,1,953
505,0.9999999403953552,1,505
23,0.9999999403953552,1,23
179,0.9999999403953552,1,179
955,0.9999999403953552,1,955
999,0.9999999403953552,1,999
476,0.9999999403953552,1,476
946,0.9999998807907104,1,946
794,0.9999998807907104,1,794
947,0.9999998807907104,1,947
114,0.9999998807907104,1,114
546,0.9999998807907104,1,546
944,0.9999998807907104,1,944
818,0.9999998807907104,1,818
958,0.9999998807907104,1,958
565,0.9999998807907104,1,565
46,0.9999998807907104,1,46
601,0.9999998807907104,1,601
188,0.9999998211860657,1,188
906,0.9999998211860657,1,906
171,0.9999997615814209,1,171
481,0.936041533946991,2,481
913,0.9054895639419556,2,913
837,0.8871498107910156,2,837
392,0.8724701404571533,2,392
492,0.8692147731781006,2,492
399,0.8669050931930542,2,399
573,0.8636605143547058,2,573
577,0.8615478277206421,2,577
900,0.8607861399650574,2,900
299,0.8580169081687927,2,299
650,0.8535633087158203,2,650
359,0.8500329256057739,2,359
4,0.8500036001205444,4,4
825,0.8476938605308533,3,825
939,0.8456929922103882,2,939
914,0.844861626625061,2,914
467,0.8425736427307129,2,467
289,0.842025637626648,2,289
801,0.8401176929473877,2,801
777,0.8390182256698608,3,777
195,0.8325901031494141,3,195
981,0.8309255838394165,2,981
769,0.8284171223640442,3,769
629,0.8220833539962769,2,629
201,0.8218505382537842,2,201
926,0.821528434753418,2,926
799,0.8204141855239868,4,799
572,0.8199201822280884,2,572
785,0.8097360134124756,2,785
948,0.8076790571212769,2,948
234,0.8064594864845276,5,234
437,0.8064501881599426,3,437
743,0.8036615252494812,3,743
380,0.8034281730651855,5,380
531,0.8021005392074585,2,531
457,0.7979879975318909,2,457
567,0.7944476008415222,7,567
121,0.7933620810508728,2,121
180,0.7933075428009033,5,180
796,0.791745126247406,3,796
205,0.7904036045074463,2,205
306,0.790152370929718,3,306
548,0.7892723679542542,3,548
116,0.7827737331390381,2,116
943,0.7813892364501953,2,943
365,0.7762848138809204,2,365
518,0.774760901927948,18,518
213,0.7740321159362793,3,213
560,0.7707024216651917,2,560
634,0.768850564956665,2,634
987,0.7681869864463806,4,987
37,0.7667150497436523,3,37
253,0.7660088539123535,13,253
997,0.7654812335968018,2,997
639,0.7643444538116455,3,639
701,0.7617596983909607,3,701
415,0.7606855034828186,6,415
780,0.7604709267616272,118,780
6,0.7598362565040588,2,6
472,0.7597153186798096,2,472
83,0.7582701444625854,15,83
333,0.7566903233528137,20,333
615,0.7545478940010071,3,615
933,0.7527384757995605,3,933
605,0.7511928677558899,2,605
544,0.7495673894882202,10,544
409,0.7491415143013,10,409
470,0.7475401163101196,2,470
753,0.7475002408027649,2,753
508,0.74721360206604,190,508
606,0.7466862201690674,3,606
108,0.7466057538986206,5,108
451,0.7464000582695007,10,451
372,0.7456196546554565,2,372
626,0.7447606325149536,2,626
465,0.7440713047981262,3,465
71,0.7434476017951965,3,71
507,0.7431188821792603,2,507
51,0.7423340678215027,2,51
393,0.7398190498352051,2,393
921,0.7396511435508728,15,921
0,0.7387242317199707,9,0
355,0.7383943796157837,13,355
436,0.7375292778015137,3,436
494,0.737493634223938,78,494
235,0.7367835640907288,4,235
387,0.7356195449829102,4,387
660,0.7350755333900452,58,660
575,0.7347890734672546,11,575
90,0.7343937754631042,9,90
898,0.7343006730079651,42,898
985,0.7325296401977539,3,985
85,0.7325190305709839,2,85
876,0.7324750423431396,2,876
153,0.7321228384971619,3,153
163,0.7296380400657654,17,163
162,0.7293930053710938,3,162
903,0.7270965576171875,3,903
154,0.7262696027755737,2,154
687,0.7259081602096558,12,687
791,0.7255886197090149,10,791
852,0.7233273386955261,10,852
159,0.7233213782310486,48,159
735,0.7231957912445068,5,735
526,0.7215882539749146,9,526
138,0.7211672067642212,8,138
649,0.7211012244224548,4,649
756,0.7202204465866089,3,756
356,0.7198180556297302,13,356
62,0.7196581959724426,3,62
982,0.7196287512779236,105,982
720,0.7188569903373718,38,720
30,0.7184457182884216,3,30
964,0.7177199721336365,26,964
226,0.717631995677948,21,226
644,0.717199444770813,32,644
675,0.7169293165206909,43,675
311,0.7167065143585205,5,311
628,0.7162541747093201,6,628
222,0.7161043286323547,195,222
932,0.7160335183143616,13,932
821,0.7156697511672974,5,821
726,0.7156659960746765,12,726
983,0.7152758836746216,3,983
566,0.7151830792427063,7,566
553,0.7146756052970886,5,553
98,0.7140249609947205,5,98
175,0.7139697670936584,14,175
561,0.7134436964988708,77,561
895,0.7121292948722839,18,895
435,0.7121247053146362,110,435
28,0.7113956809043884,85,28
383,0.711146891117096,27,383
231,0.7105847001075745,5,231
882,0.7096835374832153,15,882
233,0.7091770172119141,187,233
683,0.7089001536369324,64,683
119,0.708530068397522,2,119
666,0.7084691524505615,19,666
872,0.7070701122283936,250,872
618,0.706975519657135,95,618
527,0.7065908312797546,22,527
909,0.7056534886360168,60,909
225,0.705367386341095,7,225
434,0.7048128843307495,10,434
788,0.7047152519226074,146,788
652,0.704513430595398,4,652
937,0.7039519548416138,32,937
773,0.7039218544960022,6,773
974,0.7038702368736267,2,974
536,0.7038345336914062,133,536
746,0.7038209438323975,7,746
875,0.7034243941307068,38,875
458,0.7016187310218811,134,458
935,0.7005540132522583,2,935
874,0.7000166773796082,159,874
349,0.699880838394165,8,349
559,0.6985832452774048,3,559
645,0.6982903480529785,16,645
29,0.6982505321502686,32,29
155,0.6980929374694824,58,155
215,0.6978489756584167,10,215
36,0.6976139545440674,57,36
168,0.6974500417709351,6,168
388,0.6968473196029663,7,388
851,0.6962355971336365,178,851
636,0.6959678530693054,17,636
156,0.6958192586898804,27,156
484,0.6948758363723755,25,484
199,0.6943033337593079,3,199
952,0.6937918066978455,14,952
257,0.6931604743003845,37,257
64,0.6930800676345825,50,64
976,0.6928290128707886,2,976
487,0.692608118057251,15,487
361,0.6919812560081482,89,361
347,0.6918774247169495,83,347
310,0.6918159127235413,5,310
489,0.6915901899337769,18,489
331,0.6914697289466858,2,331
2,0.690675675868988,107,2
69,0.6901588439941406,6,69
439,0.6899529695510864,12,439
936,0.6892428994178772,86,936
896,0.6882031559944153,13,896
462,0.6881351470947266,19,462
545,0.6881273984909058,17,545
405,0.6869958639144897,24,405
298,0.6865646243095398,5,298
