,similarity,num_datapoints,cluster_id
17,0.7093080282211304,636,17
12,0.6982051134109497,715,12
47,0.6954900026321411,742,47
22,0.6935752034187317,671,22
65,0.6910790205001831,321,65
9,0.6853891611099243,350,9
83,0.680690586566925,848,83
94,0.6757628917694092,705,94
45,0.6686564683914185,678,45
60,0.6685532927513123,685,60
40,0.6671545505523682,716,40
28,0.6636415123939514,474,28
89,0.6602824330329895,731,89
37,0.6598451733589172,439,37
50,0.6585612893104553,517,50
48,0.6584863066673279,569,48
39,0.6557230353355408,730,39
81,0.6556488275527954,697,81
91,0.6524760127067566,701,91
56,0.6518295407295227,710,56
38,0.6514484882354736,478,38
74,0.6496855616569519,501,74
24,0.6491794586181641,634,24
66,0.6458796262741089,901,66
79,0.6435236930847168,837,79
87,0.642008900642395,781,87
72,0.641239583492279,435,72
76,0.6392573714256287,492,76
2,0.6382489800453186,1026,2
58,0.6379203200340271,534,58
68,0.6364317536354065,464,68
55,0.6339337229728699,626,55
4,0.6327540874481201,548,4
67,0.6317400336265564,392,67
57,0.6305491924285889,754,57
86,0.6303114891052246,602,86
35,0.6273647546768188,558,35
5,0.6248971819877625,514,5
63,0.6248562335968018,919,63
21,0.6243675947189331,655,21
78,0.6240077614784241,797,78
53,0.6230627298355103,561,53
73,0.6224813461303711,510,73
49,0.6197609901428223,855,49
69,0.6174206733703613,815,69
14,0.6162174940109253,602,14
51,0.6160621643066406,542,51
64,0.6156148910522461,755,64
99,0.6142548322677612,424,99
93,0.6138997673988342,808,93
32,0.6138102412223816,686,32
29,0.6130738854408264,634,29
52,0.6126995086669922,561,52
34,0.6122105717658997,902,34
23,0.6118375658988953,566,23
20,0.609778881072998,974,20
11,0.6075722575187683,397,11
19,0.6060373187065125,682,19
0,0.6051321625709534,769,0
3,0.6038699150085449,681,3
97,0.6035652160644531,531,97
43,0.6027183532714844,954,43
15,0.5994527339935303,1100,15
95,0.5994448065757751,697,95
31,0.5990209579467773,995,31
62,0.5985412001609802,734,62
98,0.598282516002655,970,98
59,0.5944625735282898,832,59
1,0.593173623085022,759,1
88,0.5909087061882019,534,88
41,0.5904308557510376,464,41
92,0.5838130116462708,692,92
36,0.5751391649246216,950,36
16,0.5739537477493286,690,16
18,0.5737751126289368,879,18
61,0.5721713900566101,838,61
6,0.5644539594650269,970,6
13,0.5597215294837952,776,13
33,0.5588055849075317,1053,33
30,0.5546236038208008,751,30
85,0.5541696548461914,883,85
77,0.5533740520477295,669,77
7,0.5521131753921509,797,7
54,0.5451986193656921,759,54
46,0.5441657900810242,561,46
44,0.5435166358947754,827,44
10,0.5429867506027222,661,10
27,0.5394601225852966,595,27
8,0.5374724864959717,681,8
71,0.5309268832206726,937,71
42,0.5237855315208435,802,42
82,0.5182937979698181,869,82
90,0.5113951563835144,943,90
70,0.5093555450439453,787,70
25,0.48299074172973633,568,25
80,0.4812649190425873,737,80
96,0.4752044081687927,792,96
26,0.45266011357307434,595,26
75,0.44173169136047363,730,75
84,0.42864277958869934,831,84
