,similarity,num_datapoints,cluster_id
46,0.5927301049232483,1793,46
652,0.588838517665863,752,652
677,0.5710270404815674,202,677
720,0.5703873038291931,1288,720
697,0.5693925023078918,3190,697
514,0.568597137928009,59,514
853,0.5601798892021179,28,853
994,0.5586487054824829,2296,994
442,0.5570183396339417,5110,442
839,0.545339047908783,40,839
848,0.5370977520942688,1628,848
826,0.5359001755714417,216,826
782,0.530153751373291,1320,782
601,0.524847686290741,81,601
758,0.5106514692306519,1210,758
573,0.5097249150276184,853,573
34,0.4996351897716522,690,34
204,0.4935310482978821,5038,204
761,0.4931434094905853,992,761
142,0.49052372574806213,1496,142
728,0.47911402583122253,2496,728
98,0.4776729643344879,812,98
614,0.47549811005592346,2872,614
128,0.4754543602466583,1920,128
897,0.4733860492706299,3561,897
767,0.47155994176864624,270,767
941,0.47018447518348694,1368,941
275,0.4649299681186676,2135,275
320,0.4624907970428467,541,320
656,0.460495263338089,258,656
468,0.4588615298271179,681,468
712,0.44904953241348267,2592,712
806,0.4347924292087555,520,806
226,0.43039751052856445,1692,226
