,similarity,num_datapoints,cluster_id
277,1.000000238418579,1,277
769,1.0000001192092896,1,769
189,1.0000001192092896,1,189
495,1.0000001192092896,1,495
410,1.0000001192092896,1,410
823,1.0000001192092896,1,823
674,1.0000001192092896,1,674
963,1.0000001192092896,1,963
724,1.0,1,724
645,1.0,1,645
839,1.0,1,839
564,1.0,1,564
565,1.0,1,565
465,1.0,1,465
86,1.0,1,86
757,1.0,1,757
404,1.0,1,404
593,1.0,1,593
594,1.0,1,594
180,1.0,1,180
397,1.0,1,397
112,1.0,1,112
951,1.0,1,951
352,1.0,1,352
212,1.0,1,212
792,1.0,1,792
793,1.0,1,793
136,1.0,1,136
138,1.0,1,138
158,1.0,1,158
204,1.0,1,204
210,1.0,1,210
656,0.9999999403953552,1,656
704,0.9999999403953552,1,704
610,0.9999999403953552,1,610
399,0.9999999403953552,1,399
260,0.9999999403953552,1,260
854,0.9999998807907104,1,854
193,0.9999998807907104,1,193
453,0.9999998807907104,1,453
228,0.9999998807907104,1,228
21,0.9999998807907104,1,21
750,0.9999998807907104,1,750
351,0.9999998807907104,1,351
517,0.9999998807907104,1,517
502,0.9999998807907104,1,502
689,0.9999998211860657,1,689
122,0.9999998211860657,1,122
184,0.9203504920005798,2,184
579,0.9147151708602905,2,579
375,0.9107844829559326,2,375
173,0.8960068225860596,2,173
635,0.8916491270065308,2,635
3,0.8907710313796997,2,3
179,0.8846434354782104,2,179
940,0.8782652616500854,2,940
831,0.8684956431388855,2,831
288,0.8666888475418091,2,288
469,0.8665096163749695,2,469
586,0.8643335700035095,2,586
944,0.8526890873908997,4,944
603,0.847304105758667,4,603
43,0.84714674949646,2,43
493,0.8461428284645081,2,493
476,0.8461424112319946,2,476
749,0.8460878729820251,2,749
257,0.8447381258010864,2,257
753,0.8438936471939087,2,753
98,0.83958899974823,2,98
395,0.8384324312210083,2,395
642,0.8370364904403687,2,642
566,0.8366809487342834,2,566
113,0.8364856243133545,2,113
555,0.8351438641548157,3,555
636,0.8316910862922668,3,636
574,0.8300493359565735,3,574
525,0.8263591527938843,2,525
298,0.8161460161209106,3,298
496,0.8155040740966797,3,496
55,0.8141251802444458,2,55
806,0.8135250806808472,3,806
190,0.8128079175949097,2,190
143,0.8109259605407715,2,143
461,0.8082314133644104,3,461
368,0.8077930212020874,2,368
344,0.8060379028320312,3,344
457,0.8054901361465454,7,457
864,0.8054409027099609,4,864
248,0.8051555156707764,4,248
881,0.8049470782279968,2,881
537,0.8045687675476074,2,537
237,0.8039349317550659,4,237
361,0.8026712536811829,3,361
850,0.8002599477767944,2,850
926,0.7984391450881958,2,926
203,0.7984240055084229,8,203
844,0.7979617118835449,2,844
651,0.796798050403595,2,651
892,0.795790433883667,4,892
922,0.7957528233528137,3,922
304,0.7950384020805359,2,304
312,0.79128098487854,22,312
527,0.7859596014022827,15,527
333,0.7842934727668762,9,333
88,0.7820395231246948,3,88
700,0.7813193202018738,7,700
448,0.7812342047691345,10,448
164,0.7799006700515747,6,164
959,0.7790129780769348,17,959
526,0.7785744667053223,11,526
929,0.7779697775840759,10,929
903,0.7764719128608704,5,903
538,0.7759131193161011,5,538
269,0.7748391032218933,8,269
309,0.7733460068702698,4,309
906,0.7728631496429443,19,906
95,0.7720040082931519,3,95
75,0.7710632085800171,2,75
624,0.7703648209571838,162,624
639,0.7694696187973022,4,639
200,0.7684826254844666,200,200
699,0.7682720422744751,16,699
948,0.7680431604385376,36,948
68,0.7673596143722534,5,68
422,0.7670401334762573,2,422
28,0.7665217518806458,12,28
803,0.7656230330467224,135,803
310,0.7655119895935059,13,310
752,0.7653921842575073,6,752
660,0.7653183341026306,11,660
513,0.7651068568229675,9,513
971,0.764093279838562,8,971
957,0.7640131115913391,6,957
583,0.763580322265625,3,583
358,0.762444019317627,17,358
522,0.7615795135498047,17,522
234,0.7614976167678833,2,234
221,0.7606073617935181,12,221
181,0.7601661682128906,4,181
646,0.7597836256027222,20,646
405,0.7595176696777344,10,405
858,0.7590453028678894,4,858
723,0.7587998509407043,8,723
162,0.757366955280304,3,162
126,0.7571678161621094,4,126
474,0.7568243145942688,100,474
559,0.7560840845108032,136,559
20,0.756037175655365,55,20
987,0.7551103234291077,3,987
15,0.7549688816070557,7,15
249,0.7548320889472961,6,249
490,0.7545301914215088,6,490
695,0.7543116807937622,26,695
438,0.7538682818412781,6,438
72,0.7529770731925964,6,72
797,0.752494752407074,3,797
500,0.7517286539077759,18,500
71,0.7510671615600586,28,71
654,0.7509326934814453,9,654
552,0.7508788704872131,80,552
245,0.7507456541061401,11,245
120,0.7501078248023987,8,120
984,0.7499019503593445,59,984
17,0.7497385740280151,5,17
773,0.7492850422859192,106,773
546,0.7483981251716614,89,546
274,0.7474185228347778,58,274
392,0.7472648620605469,5,392
334,0.7458850741386414,106,334
497,0.74581378698349,11,497
965,0.7452898025512695,5,965
518,0.7449341416358948,7,518
447,0.7445526719093323,3,447
251,0.7442154288291931,18,251
149,0.7439560294151306,14,149
717,0.7437761425971985,18,717
941,0.742334246635437,6,941
788,0.741506814956665,10,788
982,0.7414819598197937,9,982
619,0.7409783601760864,5,619
401,0.7400720715522766,16,401
692,0.7394043207168579,4,692
398,0.7375907897949219,6,398
11,0.7375872731208801,17,11
316,0.7371471524238586,13,316
145,0.7367843985557556,8,145
627,0.7364977598190308,45,627
688,0.7362141609191895,6,688
686,0.7357265949249268,26,686
770,0.7356976866722107,5,770
742,0.7355563640594482,36,742
614,0.7351521253585815,10,614
909,0.7348209023475647,136,909
615,0.7345587611198425,26,615
434,0.7343987822532654,46,434
506,0.7340906262397766,24,506
765,0.7339264154434204,14,765
389,0.7338009476661682,2,389
895,0.7332475781440735,48,895
198,0.7330125570297241,133,198
523,0.7329868078231812,67,523
937,0.732600212097168,5,937
508,0.7324599027633667,21,508
371,0.7320904731750488,54,371
542,0.7318503856658936,266,542
322,0.7318503856658936,136,322
106,0.7310202717781067,6,106
373,0.7309951186180115,4,373
273,0.7305436134338379,134,273
264,0.7303557395935059,133,264
706,0.7300791144371033,14,706
825,0.7295356392860413,252,825
898,0.7293673157691956,6,898
894,0.7288569211959839,5,894
876,0.7286795377731323,6,876
719,0.7285700440406799,65,719
367,0.7284833192825317,8,367
174,0.7271933555603027,4,174
324,0.7270180583000183,33,324
727,0.7264859080314636,7,727
813,0.7263294458389282,8,813
521,0.7260976433753967,10,521
786,0.7259688973426819,53,786
661,0.7258782982826233,13,661
492,0.7251731753349304,104,492
875,0.724838376045227,239,875
166,0.7248363494873047,56,166
857,0.7245052456855774,36,857
988,0.724483847618103,5,988
912,0.7242124676704407,100,912
29,0.7240637540817261,119,29
116,0.7239970564842224,144,116
587,0.7239109873771667,7,587
668,0.72383052110672,113,668
63,0.723556637763977,20,63
475,0.7222838401794434,54,475
647,0.7222256064414978,41,647
622,0.722143828868866,5,622
697,0.7218251824378967,128,697
27,0.7216132283210754,3,27
973,0.7216023206710815,126,973
110,0.7206625938415527,18,110
762,0.7203596234321594,20,762
916,0.720280110836029,9,916
964,0.7197791934013367,9,964
867,0.7196563482284546,17,867
715,0.7195150852203369,7,715
607,0.7193857431411743,16,607
287,0.7193589210510254,4,287
666,0.719135046005249,66,666
977,0.7189110517501831,17,977
197,0.7188729643821716,37,197
796,0.7185633182525635,10,796
956,0.7183944582939148,8,956
56,0.7181078195571899,71,56
127,0.7180386185646057,181,127
480,0.7177613377571106,41,480
520,0.7173550128936768,2,520
366,0.7173174619674683,71,366
124,0.7171061635017395,23,124
437,0.715339720249176,9,437
776,0.7151094079017639,5,776
427,0.7147574424743652,16,427
473,0.7143081426620483,6,473
785,0.7142903208732605,124,785
943,0.714053213596344,43,943
423,0.7136325240135193,129,423
385,0.713628888130188,6,385
950,0.7133440375328064,31,950
879,0.7131129503250122,10,879
643,0.7127066254615784,171,643
291,0.7119004130363464,6,291
454,0.7117726802825928,30,454
511,0.7116142511367798,11,511
426,0.7115199565887451,72,426
764,0.7115034461021423,11,764
690,0.71099853515625,4,690
896,0.7108420133590698,171,896
918,0.7106758952140808,129,918
374,0.7101998925209045,20,374
57,0.7099881768226624,123,57
231,0.7099874019622803,80,231
243,0.7098876237869263,240,243
131,0.7083557844161987,9,131
382,0.7082089185714722,225,382
76,0.7081276178359985,31,76
548,0.7077920436859131,26,548
505,0.7076482176780701,9,505
985,0.7076399326324463,162,985
705,0.7070512175559998,61,705
10,0.706829845905304,150,10
451,0.7068276405334473,87,451
655,0.7063254714012146,218,655
780,0.7061299681663513,13,780
240,0.7059683203697205,25,240
386,0.7058184146881104,114,386
317,0.7057875990867615,24,317
767,0.7053779363632202,129,767
278,0.7052478194236755,7,278
26,0.7052014470100403,49,26
873,0.7050769925117493,98,873
67,0.7050745487213135,186,67
4,0.7037534117698669,53,4
550,0.7036240696907043,11,550
775,0.7035675644874573,114,775
327,0.7032333612442017,235,327
272,0.7031201124191284,63,272
855,0.7029544115066528,4,855
363,0.7028665542602539,8,363
852,0.7026758790016174,23,852
774,0.7025043368339539,218,774
618,0.7024940252304077,126,618
760,0.7023676633834839,20,760
567,0.7014791369438171,13,567
440,0.7012220621109009,4,440
331,0.701166033744812,55,331
391,0.70115727186203,5,391
599,0.7010490298271179,8,599
419,0.7009780406951904,16,419
800,0.7008374333381653,8,800
534,0.6995719075202942,21,534
664,0.6994391679763794,70,664
718,0.6990257501602173,207,718
745,0.6988083720207214,22,745
931,0.6986152529716492,39,931
89,0.6985843777656555,124,89
114,0.698584258556366,6,114
468,0.698517382144928,104,468
983,0.6985107064247131,3,983
678,0.6982308030128479,146,678
160,0.698229968547821,7,160
681,0.6979135274887085,36,681
7,0.6977434754371643,33,7
812,0.6975244879722595,158,812
209,0.6974709630012512,38,209
743,0.6971793174743652,15,743
714,0.697117805480957,32,714
751,0.6971150636672974,12,751
348,0.6961808204650879,44,348
498,0.6961326599121094,185,498
478,0.6958293914794922,5,478
105,0.6955616474151611,11,105
150,0.6951779127120972,45,150
591,0.6947960257530212,166,591
917,0.6947835683822632,9,917
406,0.6946470141410828,7,406
268,0.6940737366676331,23,268
504,0.6939954161643982,10,504
14,0.6934676170349121,45,14
