,similarity,num_datapoints,cluster_id
4579,1.000000238418579,1,4579
1140,1.000000238418579,1,1140
4475,1.000000238418579,1,4475
2692,1.000000238418579,1,2692
3840,1.000000238418579,1,3840
3955,1.000000238418579,1,3955
444,1.000000238418579,1,444
1285,1.000000238418579,1,1285
2774,1.000000238418579,1,2774
4788,1.000000238418579,1,4788
335,1.000000238418579,1,335
3964,1.000000238418579,1,3964
635,1.000000238418579,1,635
3603,1.000000238418579,1,3603
4490,1.000000238418579,1,4490
3598,1.000000238418579,1,3598
2548,1.000000238418579,1,2548
4218,1.000000238418579,1,4218
893,1.000000238418579,1,893
694,1.0000001192092896,1,694
1332,1.0000001192092896,1,1332
4757,1.0000001192092896,1,4757
2386,1.0000001192092896,1,2386
4851,1.0000001192092896,1,4851
3468,1.0000001192092896,1,3468
532,1.0000001192092896,1,532
2380,1.0000001192092896,1,2380
4015,1.0000001192092896,1,4015
1278,1.0000001192092896,1,1278
4028,1.0000001192092896,1,4028
2450,1.0000001192092896,1,2450
3164,1.0000001192092896,1,3164
346,1.0000001192092896,1,346
4447,1.0000001192092896,1,4447
4730,1.0000001192092896,1,4730
2544,1.0000001192092896,1,2544
1215,1.0000001192092896,1,1215
4869,1.0000001192092896,1,4869
3098,1.0000001192092896,1,3098
3103,1.0000001192092896,1,3103
2513,1.0000001192092896,1,2513
1222,1.0000001192092896,1,1222
1235,1.0000001192092896,1,1235
2507,1.0000001192092896,1,2507
3,1.0000001192092896,1,3
3126,1.0000001192092896,1,3126
4744,1.0000001192092896,1,4744
4065,1.0000001192092896,1,4065
2471,1.0000001192092896,1,2471
3144,1.0000001192092896,1,3144
1337,1.0000001192092896,1,1337
3775,1.0000001192092896,1,3775
1595,1.0000001192092896,1,1595
655,1.0000001192092896,1,655
1349,1.0000001192092896,1,1349
3347,1.0000001192092896,1,3347
4554,1.0000001192092896,1,4554
2237,1.0000001192092896,1,2237
4797,1.0000001192092896,1,4797
3897,1.0000001192092896,1,3897
