,similarity,num_datapoints,cluster_id
202,0.589083731174469,759,202
415,0.5751314163208008,1338,415
58,0.5694870352745056,214,58
489,0.5572862029075623,5101,489
64,0.5554803013801575,4988,64
669,0.5540759563446045,2280,669
773,0.547770082950592,37,773
245,0.5461676120758057,435,245
113,0.544036865234375,70,113
77,0.541409969329834,351,77
620,0.5411126613616943,68,620
589,0.5363314151763916,1637,589
594,0.5357714295387268,1073,594
593,0.5316137671470642,216,593
762,0.5304343700408936,67,762
11,0.5298166871070862,1451,11
184,0.5295199751853943,340,184
30,0.5214348435401917,402,30
15,0.5187191367149353,1079,15
126,0.5147215723991394,393,126
753,0.5135642886161804,266,753
454,0.5126986503601074,811,454
569,0.5110297203063965,1159,569
264,0.5086359977722168,409,264
47,0.5058392882347107,224,47
751,0.5054774880409241,256,751
686,0.5041778087615967,745,686
448,0.503414511680603,274,448
791,0.5031210780143738,1189,791
614,0.49369579553604126,5035,614
22,0.48887282609939575,248,22
388,0.4850624203681946,306,388
40,0.4809783399105072,1536,40
213,0.4801274836063385,2883,213
199,0.4775700867176056,195,199
573,0.47623199224472046,909,573
78,0.47524163126945496,145,78
736,0.47327667474746704,446,736
359,0.46338117122650146,341,359
373,0.45504316687583923,173,373
97,0.4545637369155884,1079,97
644,0.45294877886772156,5372,644
651,0.44940632581710815,2586,651
776,0.4491792321205139,485,776
500,0.435416042804718,629,500
